experiment,variant,seed,strategy,travel_model,planning_travel_model,execution_travel_model,objective_mode,task_count,uav_count,weighted_delay,weighted_mean_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,replanning_count,initial_planning_runtime,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,total_algorithm_runtime,assignment_changes,successor_edge_changes,time_consistency_check,feasible,runner_wall_runtime,scenario_fingerprint
E4,no_reorder,1017,no_reorder,dubins,dubins,dubins,weighted_delay,20,3,2900.8135380303543,24.793278102823542,31.63620591121592,16.130808423368983,84.27620669474337,170.836855891975,88.75922744057918,10,0.12132399999973131,0.013565299997935654,0.0013565299997935654,0.0020420999990165,0.13488929999766697,0,0,True,True,0.1381775000008929,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
E4,full,1017,full,dubins,dubins,dubins,weighted_delay,20,3,2734.301139520727,23.37009520957886,30.314991193687423,14.842530437128952,74.3012380181211,156.8318190770604,88.75922744057918,10,0.12830050000047777,0.4456993000021612,0.04456993000021612,0.09425559999908728,0.573999800002639,38,62,True,True,0.578662500000064,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
E4,local,1017,local,dubins,dubins,dubins,weighted_delay,20,3,2828.040274386991,24.171284396470007,30.842056944409524,15.888105184939072,80.80851149594363,163.41807513102873,88.75922744057918,10,0.12673159999940253,0.1427220000005036,0.014272200000050361,0.03402589999859629,0.26945359999990615,12,28,True,True,0.2737470000010944,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
E4,no_reorder,1018,no_reorder,dubins,dubins,dubins,weighted_delay,20,3,1757.6564311004927,17.75410536465144,20.177189838365475,18.337884390154993,96.22134570878156,193.17212894621326,73.0262949426363,10,0.08035639999980049,0.0037603000018862076,0.0003760300001886208,0.0009067999999388121,0.0841167000016867,0,0,True,True,0.08665680000012799,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
E4,full,1018,full,dubins,dubins,dubins,weighted_delay,20,3,1688.066595325547,17.051177730561083,18.713912607715734,18.158280241997545,81.54738990145029,186.40741332661804,73.0262949426363,10,0.09131019999949785,0.029265299999678973,0.0029265299999678973,0.013082900000881637,0.12057549999917683,4,1,True,True,0.12324069999885978,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
E4,local,1018,local,dubins,dubins,dubins,weighted_delay,20,3,1708.6184552770048,17.258772275525303,19.06606537316047,18.337884390154993,82.62501479039499,189.61644409799553,73.0262949426363,10,0.09932759999901464,0.012388799999826006,0.0012388799999826007,0.004323499999372871,0.11171639999884064,3,0,True,True,0.11425060000146914,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
E4,no_reorder,1019,no_reorder,dubins,dubins,dubins,weighted_delay,20,3,2451.831449711206,22.088571619019874,27.152437238101804,18.35616030769217,75.17483775758522,164.35594574643963,78.72624021854828,10,0.05386329999964801,0.011880899997777306,0.0011880899997777305,0.0021178000006329967,0.06574419999742531,0,0,True,True,0.06896789999882458,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E4,full,1019,full,dubins,dubins,dubins,weighted_delay,20,3,2394.7876997456083,21.574663961672147,26.280635953928247,17.801764780392332,68.51715542178793,162.760685712082,78.72624021854828,10,0.0497176999997464,0.319985899999665,0.0319985899999665,0.061763300000166055,0.3697035999994114,13,20,True,True,0.3732698000003438,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E4,local,1019,local,dubins,dubins,dubins,weighted_delay,20,3,2410.8747291950817,21.719592154910647,26.437547200596935,17.92556628529919,70.83193593686609,167.98001513607986,78.72624021854828,10,0.05315560000053665,0.11133300000074087,0.011133300000074087,0.022308800000246265,0.16448860000127752,10,22,True,True,0.16849050000018906,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E4,no_reorder,1020,no_reorder,dubins,dubins,dubins,weighted_delay,20,3,1961.3528148717958,16.62163402433725,21.678267006838887,12.975111255576877,75.11268405656786,164.72488505926177,78.05971687783364,10,0.13026369999897724,0.006248999998206273,0.0006248999998206273,0.001142200000685989,0.13651269999718352,0,0,True,True,0.13931789999878674,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E4,full,1020,full,dubins,dubins,dubins,weighted_delay,20,3,2027.205101115056,17.179704246737764,22.16584554941732,13.276799008633729,76.62117674935433,163.0681218402026,78.05971687783364,10,0.12769920000027923,0.07534379999924568,0.0075343799999245675,0.019098699998721713,0.2030429999995249,20,13,True,True,0.20607550000022457,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E4,local,1020,local,dubins,dubins,dubins,weighted_delay,20,3,1986.935446869603,16.838435990420365,21.514667017437024,13.35646214609802,72.62077789201183,159.16344114262637,78.05971687783364,10,0.13215459999992163,0.034989200001291465,0.0034989200001291467,0.009180799999739975,0.1671438000012131,11,8,True,True,0.17068029999973078,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
