seed,strategy,travel_model,task_count,uav_count,weighted_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,replanning_count,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,assignment_changes,successor_edge_changes,feasible
42,no_reorder,dubins,5,2,347.26066138026437,11.934032337564227,10.684273223939218,23.84966407783008,33.74300500805499,18.447266308011795,2,0.00036530000033963006,0.00018265000016981503,0.0002227000004495494,0,0,True
42,full,dubins,5,2,334.2224188560501,12.697745631039332,9.392062257753885,22.50055524646246,37.561571475430526,18.44726630801179,2,0.0021711999988838215,0.0010855999994419108,0.0016081999992820784,2,4,True
42,local,dubins,5,2,364.8473490751401,12.616645238592577,12.390805476510094,23.491393377090976,33.33303194706892,18.447266308011795,2,0.0007424999994327663,0.00037124999971638317,0.00041259999943576986,0,0,True
