experiment,variant,seed,strategy,travel_model,planning_travel_model,execution_travel_model,objective_mode,task_count,uav_count,weighted_delay,weighted_mean_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,active_uav_count,max_tasks_per_uav,min_tasks_per_active_uav,replanning_count,initial_planning_runtime,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,total_algorithm_runtime,assignment_changes,successor_edge_changes,time_consistency_check,feasible,runner_wall_runtime,scenario_fingerprint
E2_v2,time_aware,1019,local,dubins,dubins,dubins,weighted_delay,20,3,2410.8747291950817,21.719592154910647,26.437547200596935,17.92556628529919,84.39385614910788,167.98001513607986,78.72624021854828,3,7,6,10,0.04946920000111277,0.08827719999499095,0.008827719999499096,0.0188546999997925,0.13774639999610372,10,22,True,True,0.14107610000064597,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E2_v2,mission_completion,1019,local,dubins,dubins,dubins,makespan,20,3,3042.7501273085045,27.412163309085624,27.350144875679895,23.601638331939238,88.387494081051,168.61393306797365,78.72624021854828,3,7,6,10,0.05751790000067558,0.08541089999926044,0.008541089999926043,0.03089659999932337,0.14292879999993602,11,15,True,True,0.14618999999947846,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E2_v2,distance_oriented,1019,local,dubins,dubins,dubins,total_travel_time,20,3,9142.395548173561,82.36392385741946,83.43545138602727,69.27460241560117,182.06051699388536,103.33427677533712,78.72624021854828,1,20,20,10,0.04275710000001709,0.40875559999767574,0.04087555999976757,0.06743809999898076,0.45151269999769283,0,16,True,True,0.45550879999973404,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E2_v2,time_aware,1020,local,dubins,dubins,dubins,weighted_delay,20,3,1986.935446869603,16.838435990420365,21.514667017437024,13.35646214609802,86.60600631907607,159.16344114262637,78.05971687783364,3,7,6,10,0.1143303000008018,0.026746899999125162,0.002674689999912516,0.006515900000522379,0.14107719999992696,11,8,True,True,0.14348120000067865,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E2_v2,mission_completion,1020,local,dubins,dubins,dubins,makespan,20,3,2444.0457717943464,20.71225230334192,22.963051150397458,19.43905502806443,88.16178850723466,158.3082888526288,78.05971687783364,3,7,6,10,0.08768830000008165,0.032499999997526174,0.0032499999997526174,0.007019200000286219,0.12018829999760783,8,12,True,True,0.12283679999927699,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E2_v2,distance_oriented,1020,local,dubins,dubins,dubins,total_travel_time,20,3,8757.323283441021,74.2146040969578,71.17488815240151,76.30444444380073,171.35226708238645,93.29255020455281,78.05971687783364,1,20,20,10,0.04208160000052885,0.2863761999960843,0.028637619999608434,0.040389899999354384,0.3284577999966132,0,14,True,True,0.33207559999937075,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E2_v2,time_aware,1021,local,dubins,dubins,dubins,weighted_delay,20,3,2545.8962217666285,18.056001572812967,20.87368324203176,18.15913344648985,88.06123051549444,169.9623604869744,73.44618583211839,3,7,6,10,0.07558790000075533,0.01359509999747388,0.001359509999747388,0.0043251999995845836,0.0891829999982292,4,2,True,True,0.09115439999914088,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
E2_v2,mission_completion,1021,local,dubins,dubins,dubins,makespan,20,3,2926.521692506826,20.755472996502313,20.662502009263086,22.079523724578163,80.92810178530121,160.9613736342233,73.44618583211839,3,7,6,10,0.04735819999950763,0.018844999996872502,0.0018844999996872503,0.006042299999535317,0.06620319999638014,3,5,True,True,0.06890080000084708,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
E2_v2,distance_oriented,1021,local,dubins,dubins,dubins,total_travel_time,20,3,9471.844196033882,67.17619997187151,68.13824235620666,63.44132300035915,168.58750294107608,95.14131710895768,73.44618583211839,1,20,20,10,0.06347699999969336,0.24169029999939085,0.024169029999939085,0.04015179999987595,0.3051672999990842,0,4,True,True,0.3085422000003746,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
E2_v2,time_aware,1022,local,dubins,dubins,dubins,weighted_delay,20,3,1910.1765706691951,18.367082410280723,20.506787296055005,12.45828189498076,82.89090460992392,159.13829352549118,79.60962116856413,3,7,6,10,0.06987459999982093,0.010550799997872673,0.0010550799997872673,0.0020831000001635402,0.0804253999976936,4,1,True,True,0.08295259999977134,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
E2_v2,mission_completion,1022,local,dubins,dubins,dubins,makespan,20,3,2264.093392797586,21.770128776899867,21.230437333997948,17.357504186256865,84.02518696064544,165.87066429184551,79.60962116856413,3,7,6,10,0.0776798000006238,0.010008599998400314,0.0010008599998400313,0.0019355000003997702,0.08768839999902411,5,1,True,True,0.08979679999902146,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
E2_v2,distance_oriented,1022,local,dubins,dubins,dubins,total_travel_time,20,3,7701.153301989604,74.04955098066927,71.77296690844274,64.72757178168293,189.00966850074948,109.40004733218532,79.60962116856413,1,20,20,10,0.04365299999881245,0.23081750000164902,0.0230817500001649,0.04220770000029006,0.27447050000046147,0,0,True,True,0.2786431000004086,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
E2_v2,time_aware,1023,local,dubins,dubins,dubins,weighted_delay,20,3,2269.344839482181,20.630407631656194,22.731960009595447,16.897634320773225,88.11261116786527,170.11746531376548,76.22181400262484,3,7,6,10,0.12296369999967283,0.022785699997257325,0.0022785699997257326,0.0059701999998651445,0.14574939999693015,6,3,True,True,0.14830710000023828,40efeef7fc9164e156b3585d85f7516f576f310949983a94ec4dc1070f7f4f6d
E2_v2,mission_completion,1023,local,dubins,dubins,dubins,makespan,20,3,2856.825893841255,25.971144489465956,24.69597877246211,27.07722441921357,85.77214686058471,167.92988395916888,76.22181400262484,3,7,6,10,0.057122399999570916,0.028686900001048343,0.0028686900001048342,0.006006100000377046,0.08580930000061926,8,6,True,True,0.08834980000028736,40efeef7fc9164e156b3585d85f7516f576f310949983a94ec4dc1070f7f4f6d
E2_v2,distance_oriented,1023,local,dubins,dubins,dubins,total_travel_time,20,3,8496.28010789876,77.2389100718069,77.97592101332437,71.19102672678632,186.72572972744095,110.5039157248161,76.22181400262484,1,20,20,10,0.05686029999924358,0.29618099999788683,0.029618099999788684,0.06639609999911045,0.3530412999971304,0,20,True,True,0.35729300000093644,40efeef7fc9164e156b3585d85f7516f576f310949983a94ec4dc1070f7f4f6d
E2_v2,time_aware,1024,local,dubins,dubins,dubins,weighted_delay,20,3,1798.7048797404655,19.135158295111335,23.518000966681125,13.583742347478456,85.63019198069664,152.29714112784046,80.90978544727989,3,7,6,10,0.0706886999996641,0.041790600000240374,0.004179060000024037,0.011408700000174576,0.11247929999990447,8,13,True,True,0.11511809999865363,3afb6d98b1bc2e233007c18c726d82d62285d32320f7e9986799c185149dfbf6
E2_v2,mission_completion,1024,local,dubins,dubins,dubins,makespan,20,3,2271.457079917696,24.16443702040102,24.2417797927992,22.7029155672452,80.67774580113078,148.8190681805777,80.90978544727989,3,7,6,10,0.08742669999992358,0.0506956999997783,0.00506956999997783,0.0170499000014388,0.13812239999970188,5,8,True,True,0.14083270000082848,3afb6d98b1bc2e233007c18c726d82d62285d32320f7e9986799c185149dfbf6
E2_v2,distance_oriented,1024,local,dubins,dubins,dubins,total_travel_time,20,3,7485.37402980197,79.63163861491458,70.73464791733792,95.20677211774444,175.71293062880338,94.80314518152346,80.90978544727989,1,20,20,10,0.04171689999930095,0.3533569000028365,0.03533569000028365,0.05086970000047586,0.39507380000213743,0,36,True,True,0.3988045999994938,3afb6d98b1bc2e233007c18c726d82d62285d32320f7e9986799c185149dfbf6
E2_v2,time_aware,1025,local,dubins,dubins,dubins,weighted_delay,20,3,2221.4533762140527,18.9867809932825,22.072001869805952,18.094073059891826,86.50921425880843,176.99647158347724,76.94788546796208,3,8,5,10,0.07308970000121917,0.030586000000766944,0.0030586000000766946,0.00903670000116108,0.10367570000198612,5,9,True,True,0.10618330000033893,ae06e3fb6abd3b28fbf2fc6ceb91a8ad345125ab121f877b016070f42369f017
E2_v2,mission_completion,1025,local,dubins,dubins,dubins,makespan,20,3,2655.9384359656533,22.70032851252695,22.106814811781963,24.265237856036567,89.38776263177544,160.92985883138763,76.94788546796208,3,7,6,10,0.0661180000006425,0.03365900000244437,0.003365900000244437,0.00936810000166588,0.09977700000308687,10,11,True,True,0.10220399999889196,ae06e3fb6abd3b28fbf2fc6ceb91a8ad345125ab121f877b016070f42369f017
E2_v2,distance_oriented,1025,local,dubins,dubins,dubins,total_travel_time,20,3,8403.918797622346,71.82836579164398,68.4630473686554,78.66801927579864,170.58539204272356,93.63750657476152,76.94788546796208,1,20,20,10,0.041918999999325024,0.25614909999603697,0.025614909999603697,0.035465699998894706,0.298068099995362,0,22,True,True,0.302121900000202,ae06e3fb6abd3b28fbf2fc6ceb91a8ad345125ab121f877b016070f42369f017
E2_v2,time_aware,1026,local,dubins,dubins,dubins,weighted_delay,20,3,1917.254442522784,16.386790107032343,21.997984075926293,11.68692759595754,90.44372571623776,161.84419414725784,77.87241057760765,3,8,5,10,0.10180729999956384,0.03153259999999136,0.0031532599999991363,0.007770599999275873,0.1333398999995552,11,7,True,True,0.13617150000027323,3a7d0c62bfec7ca9a228a6d63c8a04c68b2938486617dc1bce5125a8093c59bc
E2_v2,mission_completion,1026,local,dubins,dubins,dubins,makespan,20,3,2798.2735774506205,23.916868183338636,23.417055263709194,22.42937608506669,83.33115976044704,169.65848649105936,77.87241057760765,3,7,6,10,0.06040249999932712,0.05896779999966384,0.0058967799999663836,0.023518399999375106,0.11937029999899096,13,19,True,True,0.12216620000071998,3a7d0c62bfec7ca9a228a6d63c8a04c68b2938486617dc1bce5125a8093c59bc
E2_v2,distance_oriented,1026,local,dubins,dubins,dubins,total_travel_time,20,3,7468.433436616021,63.832764415521545,71.14734360875464,61.87974191576278,170.58156037660834,92.7091497990007,77.87241057760765,1,20,20,10,0.04369179999957851,0.2700191000039922,0.02700191000039922,0.044650199999523466,0.3137109000035707,0,8,True,True,0.31776709999940067,3a7d0c62bfec7ca9a228a6d63c8a04c68b2938486617dc1bce5125a8093c59bc
E2_v2,time_aware,1027,local,dubins,dubins,dubins,weighted_delay,20,3,2693.280440788776,19.950225487324268,23.196141808420542,19.258418265158074,90.3055360670976,164.56125223606972,87.49322741588529,3,7,6,10,0.08234859999902255,0.0323383000013564,0.0032338300001356402,0.007208099999843398,0.11468690000037896,1,0,True,True,0.11744519999956538,714a3dea6d7ee1226f7a7ac5b2ed113ccaf09170837a426adc6c86885b112e02
E2_v2,mission_completion,1027,local,dubins,dubins,dubins,makespan,20,3,3510.0726651578348,26.000538260428407,25.248331916191642,25.90793858175429,94.67177003072173,182.38685776277822,87.49322741588529,3,7,6,10,0.09461899999951129,0.06744369999978517,0.006744369999978517,0.019048000000111642,0.16206269999929646,6,16,True,True,0.165885000000344,714a3dea6d7ee1226f7a7ac5b2ed113ccaf09170837a426adc6c86885b112e02
E2_v2,distance_oriented,1027,local,dubins,dubins,dubins,total_travel_time,20,3,10484.830051145576,77.66540778626353,79.11273984407902,76.57084987459106,184.32235078802242,96.8291233721371,87.49322741588529,1,20,20,10,0.04829749999953492,0.2874846999984584,0.028748469999845837,0.039429099999324535,0.3357821999979933,0,0,True,True,0.33972759999960545,714a3dea6d7ee1226f7a7ac5b2ed113ccaf09170837a426adc6c86885b112e02
E2_v2,time_aware,1028,local,dubins,dubins,dubins,weighted_delay,20,3,2233.448591255937,20.490354048219608,23.610417332530456,17.082758634904014,89.91792917451181,182.65308520166462,74.21904947241396,3,8,6,10,0.06845390000125917,0.06073450000076264,0.006073450000076264,0.023859200000515557,0.1291884000020218,9,15,True,True,0.13180189999911818,71d5519adbb72d19ab08a4b00e74ebeae69e187bd8613b80ac37460bd18301d9
E2_v2,mission_completion,1028,local,dubins,dubins,dubins,makespan,20,3,2730.973790756258,25.054805419782184,25.604149203009,28.100180257852628,87.57818911601234,181.10957362761144,74.21904947241396,3,7,6,10,0.11075250000067172,0.038708000000042375,0.0038708000000042377,0.012822799999412382,0.1494605000007141,5,7,True,True,0.15220190000036382,71d5519adbb72d19ab08a4b00e74ebeae69e187bd8613b80ac37460bd18301d9
E2_v2,distance_oriented,1028,local,dubins,dubins,dubins,total_travel_time,20,3,8259.439265095225,75.77467215683693,74.89662606277072,92.65963850064801,181.35459070408845,107.13554123167455,74.21904947241396,1,20,20,10,0.07270470000003115,0.29679169999508304,0.029679169999508304,0.050713799999357434,0.3694963999951142,0,14,True,True,0.3740240000006452,71d5519adbb72d19ab08a4b00e74ebeae69e187bd8613b80ac37460bd18301d9
E2_v2,time_aware,1029,local,dubins,dubins,dubins,weighted_delay,20,3,1698.0787381116681,17.50596637228524,19.756068896967427,15.812220331570638,94.15833043510068,192.95720182798132,68.8142425626547,3,7,6,10,0.07521249999990687,0.015902299999652314,0.0015902299999652314,0.005607700000837212,0.09111479999955918,5,4,True,True,0.0939948999985063,ae386fd35e1e2f52ab263eea23817fe86033e2136dcb34a28396cddeefd8ccd4
E2_v2,mission_completion,1029,local,dubins,dubins,dubins,makespan,20,3,2029.24558604561,20.920057588099073,21.891107481001885,23.504967652906366,90.55813671055316,188.02012742248561,68.8142425626547,3,8,5,10,0.06138470000041707,0.019068900001002476,0.0019068900001002476,0.008752600000661914,0.08045360000141955,7,4,True,True,0.08237300000109826,ae386fd35e1e2f52ab263eea23817fe86033e2136dcb34a28396cddeefd8ccd4
E2_v2,distance_oriented,1029,local,dubins,dubins,dubins,total_travel_time,20,3,7309.742192902931,75.35816693714361,76.88936714644426,64.94798345318968,185.13858351941823,116.3243409567636,68.8142425626547,1,20,20,10,0.05379460000040126,0.28761129999838886,0.028761129999838885,0.03871099999923899,0.3414058999987901,0,16,True,True,0.3451924000000872,ae386fd35e1e2f52ab263eea23817fe86033e2136dcb34a28396cddeefd8ccd4
