experiment,variant,seed,strategy,travel_model,planning_travel_model,execution_travel_model,objective_mode,task_count,uav_count,weighted_delay,weighted_mean_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,active_uav_count,max_tasks_per_uav,min_tasks_per_active_uav,replanning_count,initial_planning_runtime,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,total_algorithm_runtime,assignment_changes,successor_edge_changes,time_consistency_check,feasible,runner_wall_runtime,scenario_fingerprint
E2_v2,mission_completion,1012,local,dubins,dubins,dubins,makespan,20,3,2076.110970812579,22.086286923538076,22.982375029966025,19.922001425032406,85.21371788085283,169.70807185775178,76.45062799188557,3,8,6,10,0.0725641999997606,0.023686599995926372,0.0023686599995926374,0.013704799999686657,0.09625079999568698,6,5,True,True,0.09873470000093221,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
E2_v2,distance_oriented,1012,local,dubins,dubins,dubins,total_travel_time,20,3,7404.10449295787,78.7670690740199,71.03869375561862,93.21235286305729,175.1583998565804,98.70777186469479,76.45062799188557,1,20,20,10,0.043646599999192404,0.35779290000209585,0.03577929000020959,0.0801683999998204,0.40143950000128825,0,38,True,True,0.4050509000007878,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
E2_v2,time_aware,1013,local,dubins,dubins,dubins,weighted_delay,20,3,2117.4654219153867,19.42628827445309,23.65501550630001,16.391186719462816,88.88643608837715,164.53347187319696,76.36630151274245,3,7,6,10,0.05534769999940181,0.04055479999988165,0.004055479999988165,0.013713299998926232,0.09590249999928346,10,11,True,True,0.09808980000161682,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
E2_v2,mission_completion,1013,local,dubins,dubins,dubins,makespan,20,3,2642.3141844265315,24.241414536023225,25.75548806280778,22.00747474458395,78.7210004618881,154.91539337174476,76.36630151274245,3,7,6,10,0.07581889999892155,0.045635299999048584,0.004563529999904859,0.013631600000735489,0.12145419999797014,9,10,True,True,0.12393420000080368,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
E2_v2,distance_oriented,1013,local,dubins,dubins,dubins,total_travel_time,20,3,8837.152392757287,81.07479259410356,81.7337814219251,81.29069876043788,182.4989995670262,106.13269805428378,76.36630151274245,1,20,20,10,0.04236759999912465,0.35573159999876225,0.035573159999876224,0.06270279999989725,0.3980991999978869,0,18,True,True,0.4021683999999368,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
E2_v2,time_aware,1014,local,dubins,dubins,dubins,weighted_delay,20,3,2377.0510560818593,19.80875880068216,22.916492631433535,16.762587687082537,82.3641169732204,169.71244842487943,74.37231421305987,3,7,6,10,0.04616410000016913,0.03857640000023821,0.003857640000023821,0.01253799999904004,0.08474050000040734,8,11,True,True,0.08763009999893256,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
E2_v2,mission_completion,1014,local,dubins,dubins,dubins,makespan,20,3,3303.264827432204,27.527206895268368,27.556933548533955,23.036896401376573,83.04751116383588,167.52158107834902,74.37231421305987,3,8,6,10,0.045724700001301244,0.04383890000281099,0.004383890000281099,0.011863100000482518,0.08956360000411223,5,9,True,True,0.09231099999851722,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
E2_v2,distance_oriented,1014,local,dubins,dubins,dubins,total_travel_time,20,3,8910.86518012518,74.2572098343765,73.9763622345371,65.79658892517827,173.03542247733978,98.66310826427991,74.37231421305987,1,20,20,10,0.04961820000062289,0.3515339999994467,0.03515339999994467,0.05196109999997134,0.40115220000006957,0,22,True,True,0.40521740000076534,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
E2_v2,time_aware,1015,local,dubins,dubins,dubins,weighted_delay,20,3,2268.7588584061086,18.906323820050904,23.878021282643306,16.74597031080381,87.61040532380888,173.79392508246676,83.0371078521821,3,7,6,10,0.04945670000051905,0.02663819999906991,0.002663819999906991,0.005816800001412048,0.07609489999958896,5,8,True,True,0.07849130000067817,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
E2_v2,mission_completion,1015,local,dubins,dubins,dubins,makespan,20,3,2748.7430122803053,22.906191769002543,24.358943227961166,21.840291223004417,86.39854065568605,163.18822373823707,83.0371078521821,3,7,6,10,0.05730589999984659,0.022453200002928497,0.00224532000029285,0.008220200001233025,0.07975910000277509,5,6,True,True,0.08216929999980493,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
