experiment,variant,weighted_delay,high_priority_mean_delay,mean_delay,total_travel_time,total_replanning_runtime,assignment_changes,successor_edge_changes
E2,distance_oriented,3830.246407443416,41.13446820148309,50.76644140193496,65.79165927150484,0.06397316666698316,0.0,6.0
E2,time_aware,1309.2277269949072,14.076923419247208,17.679779011166023,129.99747758800575,0.007936099999824364,2.6666666666666665,2.3333333333333335
E3,dubins_aware,1309.2277269949072,14.076923419247208,17.679779011166023,129.99747758800575,0.007859999999709544,2.6666666666666665,2.3333333333333335
E3,euclidean_planned,1332.5033973356142,13.579646514302686,18.030637702927294,147.67665734907212,0.002569066666486227,2.0,2.6666666666666665
E4,full,1317.9582726650567,14.053731891667828,17.94069349923495,137.88834126670767,0.017076533333541494,4.666666666666667,4.333333333333333
E4,local,1309.2277269949072,14.076923419247208,17.679779011166023,129.99747758800575,0.00794223333317253,2.6666666666666665,2.3333333333333335
E4,no_reorder,1351.8651121394953,14.71571946915863,18.035349440294386,140.6989645438198,0.001844333333792747,0.0,0.0
