experiment,variant,seed,strategy,travel_model,planning_travel_model,execution_travel_model,objective_mode,task_count,uav_count,weighted_delay,weighted_mean_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,replanning_count,initial_planning_runtime,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,total_algorithm_runtime,assignment_changes,successor_edge_changes,time_consistency_check,feasible,runner_wall_runtime,scenario_fingerprint
E2,time_aware,1000,local,dubins,dubins,dubins,weighted_delay,20,3,1923.026466558786,17.972209967839124,24.322905628300294,15.728047807502689,74.70841185110017,169.66974853467696,81.19017107011354,10,0.07440610000048764,0.029431099999783328,0.002943109999978333,0.005957700001090416,0.10383720000027097,10,11,True,True,0.10636250000061409,003efd5ffe91eda82ee5212d1e1fc1115a654b2079ec04a608d4766b8a3bd068
E2,distance_oriented,1000,local,dubins,dubins,dubins,total_travel_time,20,3,8666.171110726618,80.9922533712768,75.52330940326617,78.09935447252863,172.21714385236163,97.41206503661715,81.19017107011354,10,0.03500259999964328,0.24080640000283893,0.02408064000028389,0.04042920000028971,0.2758090000024822,0,4,True,True,0.27971050000087416,003efd5ffe91eda82ee5212d1e1fc1115a654b2079ec04a608d4766b8a3bd068
E2,time_aware,1001,local,dubins,dubins,dubins,weighted_delay,20,3,2297.4610601729114,18.831648034204193,23.977947279694597,16.216431281931193,76.96969125103536,159.02737123818744,78.5731594633367,10,0.04505050000079791,0.0466128000007302,0.00466128000007302,0.009729700001116726,0.09166330000152811,12,15,True,True,0.09407129999999597,326a5400532f40cb7bdcebae3f9c8dfd872dced5e3505899268f16c5315dbfbc
E2,distance_oriented,1001,local,dubins,dubins,dubins,total_travel_time,20,3,8858.1880988022,72.60809917050985,74.96719049256076,65.81935008065568,170.35748226811165,98.26108381082756,78.5731594633367,10,0.035966800000096555,0.3375110999986646,0.033751109999866455,0.07927080000081332,0.37347789999876113,0,22,True,True,0.3771197000005486,326a5400532f40cb7bdcebae3f9c8dfd872dced5e3505899268f16c5315dbfbc
E2,time_aware,1002,local,dubins,dubins,dubins,weighted_delay,20,3,2014.83143742597,19.561470266271556,21.04081053942801,14.695671819429242,69.14690355047358,146.87636729836092,76.90693803051695,10,0.0415859000004275,0.029178299997511203,0.0029178299997511203,0.011950100000831299,0.0707641999979387,11,10,True,True,0.07310169999982463,bac977afff5983f5f02211e95bb5bd4acf7a0d9a328b4221afb60dccebcb1493
E2,distance_oriented,1002,local,dubins,dubins,dubins,total_travel_time,20,3,7824.321341607799,75.96428486997863,73.71512778515913,87.44532557135115,167.3094704710104,95.38022818699753,76.90693803051695,10,0.0686267000000953,0.29577359999893815,0.029577359999893815,0.04294060000029276,0.36440029999903345,0,4,True,True,0.3680979999990086,bac977afff5983f5f02211e95bb5bd4acf7a0d9a328b4221afb60dccebcb1493
E2,time_aware,1003,local,dubins,dubins,dubins,weighted_delay,20,3,2314.4697200244145,18.665078387293665,20.383830820941547,18.29499387723741,74.83795944604165,170.92336510823435,79.94105783304978,10,0.044193100000484264,0.010683500000595814,0.0010683500000595813,0.006049800000255345,0.05487660000108008,4,4,True,True,0.05682630000046629,928e6ecadcc3e29bce8ab1bcdc3ba9bb293cdedc1b5e429a3696296f9a79850a
E2,distance_oriented,1003,local,dubins,dubins,dubins,total_travel_time,20,3,9233.483705635746,74.46357827125603,72.15381527759268,83.69737728610289,174.91065982360846,102.01388348578652,79.94105783304978,10,0.036465299999690615,0.1916892999997799,0.01916892999997799,0.03346380000039062,0.22815459999947052,0,6,True,True,0.23159820000000764,928e6ecadcc3e29bce8ab1bcdc3ba9bb293cdedc1b5e429a3696296f9a79850a
E2,time_aware,1004,local,dubins,dubins,dubins,weighted_delay,20,3,1986.8109505189816,19.868109505189818,22.60893724712944,18.696398406492996,83.31948887398518,199.0557481938905,84.36853573586968,10,0.03781009999875096,0.014931399999113637,0.0014931399999113637,0.004672499999287538,0.052741499997864594,4,3,True,True,0.054729600000428036,36f049506a9f245c3a7992826d6a406fc84dc5560363ffe26fa19d3cb1196cf1
E2,distance_oriented,1004,local,dubins,dubins,dubins,total_travel_time,20,3,7317.647503399618,73.17647503399617,78.12919408211658,77.3557734108752,186.259737430306,109.9847333407311,84.36853573586968,10,0.03551320000042324,0.22621710000203166,0.022621710000203167,0.0343788999998651,0.2617303000024549,0,18,True,True,0.2650858999986667,36f049506a9f245c3a7992826d6a406fc84dc5560363ffe26fa19d3cb1196cf1
E2,time_aware,1005,local,dubins,dubins,dubins,weighted_delay,20,3,1671.482074595029,18.367934885659658,22.62438888918954,14.616350035176396,78.32138013232414,164.35860490818368,78.66747659875745,10,0.039813800000047195,0.020523899996987893,0.0020523899996987894,0.004652800000258139,0.06033769999703509,12,3,True,True,0.06248610000147892,ac3e0c423ba30b6ed83812071978ee0eab613ff0a3b2a3dd494f8ec12ad0e6d9
E2,distance_oriented,1005,local,dubins,dubins,dubins,total_travel_time,20,3,5996.039468570632,65.89054361066628,80.05370120281665,41.894065476042385,180.49768169991847,109.50046127779825,78.66747659875745,10,0.03568939999968279,0.28873920000114595,0.028873920000114593,0.05124690000047849,0.32442860000082874,0,8,True,True,0.3279867999990529,ac3e0c423ba30b6ed83812071978ee0eab613ff0a3b2a3dd494f8ec12ad0e6d9
E2,time_aware,1006,local,dubins,dubins,dubins,weighted_delay,20,3,1911.2653127513893,18.555973910207662,21.11848679402622,16.72006897695177,74.96648890858505,139.87530336901645,80.55442415556645,10,0.05843970000023546,0.021113799997692695,0.0021113799997692696,0.005426199999419623,0.07955349999792816,3,3,True,True,0.08219649999955436,83bdc0825e5e2e93054ab339a9a27ca1db05cfccb837d2524713925798716880
E2,distance_oriented,1006,local,dubins,dubins,dubins,total_travel_time,20,3,7769.660164590049,75.43359383097135,72.03805554255726,88.50376073286044,169.32024122262794,97.30444106722936,80.55442415556645,10,0.03845799999908195,0.28959340000255906,0.028959340000255906,0.060468499999842606,0.328051400001641,0,26,True,True,0.33154670000112674,83bdc0825e5e2e93054ab339a9a27ca1db05cfccb837d2524713925798716880
E2,time_aware,1007,local,dubins,dubins,dubins,weighted_delay,20,3,1951.1481792903378,19.70856746757917,26.30710474434514,17.054677553807824,79.86790835611512,160.62753541763587,85.7842610780996,10,0.0788579000000027,0.05208330000095884,0.005208330000095884,0.012177500000689179,0.13094120000096154,9,14,True,True,0.1335852000011073,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
E2,distance_oriented,1007,local,dubins,dubins,dubins,total_travel_time,20,3,6406.340316718774,64.7105082496846,79.02266756331534,55.069266786967724,175.69001687768878,96.37635221653636,85.7842610780996,10,0.04127890000017942,0.31253629999810073,0.03125362999981007,0.05696609999904467,0.35381519999828015,0,16,True,True,0.35836209999979474,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
E2,time_aware,1008,local,dubins,dubins,dubins,weighted_delay,20,3,1809.24686020484,19.247307023455743,26.96903352147059,13.498625965504738,74.16747916216457,163.49986420522217,79.08222261045597,10,0.04777429999921878,0.04932620000181487,0.004932620000181487,0.013135799999872688,0.09710050000103365,5,12,True,True,0.10020050000093761,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
E2,distance_oriented,1008,local,dubins,dubins,dubins,total_travel_time,20,3,7550.974618999651,80.32951722340054,87.53631072525384,84.33559900145676,187.00260276314134,114.55333209488438,79.08222261045597,10,0.0544305000003078,0.4219195000023319,0.042191950000233194,0.08048670000061975,0.4763500000026397,0,40,True,True,0.4804244999995717,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
E2,time_aware,1009,local,dubins,dubins,dubins,weighted_delay,20,3,1801.8896278463014,17.160853598536203,20.383994594323056,15.57445543248398,73.38418156514842,169.00540959531133,74.35072124314618,10,0.061912999999549356,0.012921100002131425,0.0012921100002131424,0.0034863000000768807,0.07483410000168078,2,2,True,True,0.07742510000025504,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
E2,distance_oriented,1009,local,dubins,dubins,dubins,total_travel_time,20,3,7010.041217165769,66.76229730634066,61.07610154959601,71.85353645716577,152.968799157697,85.40703017838045,74.35072124314618,10,0.03958580000107759,0.2332667000046058,0.02332667000046058,0.040633799999341136,0.2728525000056834,0,16,True,True,0.2763961000000563,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
E2,time_aware,1010,local,dubins,dubins,dubins,weighted_delay,20,3,3175.9296020961465,22.685211443543903,25.121545531844056,20.237213164362664,84.63118817303851,187.4517518973709,88.76461610302128,10,0.04281220000120811,0.036271500002840185,0.0036271500002840185,0.011213699999643723,0.0790837000040483,9,8,True,True,0.08158069999990403,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
E2,distance_oriented,1010,local,dubins,dubins,dubins,total_travel_time,20,3,10717.917004415607,76.55655003154006,81.38043211849818,71.27043312771923,190.0155667837659,107.76239359815328,88.76461610302128,10,0.057253299999501905,0.30984019999959855,0.030984019999959856,0.04725959999996121,0.36709349999910046,0,12,True,True,0.3709977999988041,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
E2,time_aware,1011,local,dubins,dubins,dubins,weighted_delay,20,3,1646.6577110958906,17.517635224424367,23.435682997639375,13.835358399838455,73.27531578482846,164.59555890584008,79.67199630422755,10,0.05169279999972787,0.02550580000206537,0.0025505800002065373,0.0076200000003154855,0.07719860000179324,5,4,True,True,0.07965530000001309,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
E2,distance_oriented,1011,local,dubins,dubins,dubins,total_travel_time,20,3,7604.365313154841,80.89750333143448,80.31200941593268,71.48826296606167,170.17736152043355,95.52350709706965,79.67199630422755,10,0.04324319999977888,0.3975313000009919,0.03975313000009919,0.06415580000066257,0.4407745000007708,0,16,True,True,0.4457157000015286,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
E2,time_aware,1012,local,dubins,dubins,dubins,weighted_delay,20,3,1714.782138140936,18.242363171712086,21.73830817710193,14.956002999806545,79.38957483154292,172.91973869995098,76.45062799188557,10,0.07531190000008792,0.01368430000366061,0.001368430000366061,0.004348500000560307,0.08899620000374853,4,3,True,True,0.09126939999987371,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
E2,distance_oriented,1012,local,dubins,dubins,dubins,total_travel_time,20,3,7404.10449295787,78.7670690740199,71.03869375561862,93.21235286305729,168.21575540341502,98.70777186469479,76.45062799188557,10,0.03920749999997497,0.32487140000012005,0.032487140000012,0.06993850000071689,0.364078900000095,0,38,True,True,0.3677306999998109,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
E2,time_aware,1013,local,dubins,dubins,dubins,weighted_delay,20,3,2117.4654219153867,19.42628827445309,23.65501550630001,16.391186719462816,72.8599636848935,164.53347187319696,76.36630151274245,10,0.049869399999806774,0.04331679999631888,0.004331679999631887,0.014778799999476178,0.09318619999612565,10,11,True,True,0.09586990000025253,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
