variant,metric,n,mean,std,median,min,max,ci95_lower,ci95_upper
distance_oriented,weighted_delay,30,8357.653999380149,1338.986170101208,8331.679031358784,5996.039468570632,10887.9237574267,7878.50395207292,8836.804046687377
distance_oriented,weighted_mean_delay,30,75.33788066254078,6.757362340916152,75.60413299390413,61.32465626545069,92.99141476681582,72.91978960408173,77.75597172099984
distance_oriented,high_priority_mean_delay,30,75.16920752918175,12.516757077448348,76.4376471591959,41.89406547604239,95.20677211774444,70.69014353306956,79.64827152529394
distance_oriented,mean_delay,30,75.75962073323406,6.340508297935611,75.24524994791346,61.07610154959601,87.53631072525384,73.49069897829308,78.02854248817503
distance_oriented,total_travel_time,30,101.7956718793899,7.814271195108476,98.83047715094953,85.40703017838045,116.3243409567636,98.99937084476105,104.59197291401875
distance_oriented,runner_wall_runtime,30,0.3388770266667052,0.06297063979891104,0.34225509999942,0.2223813999989943,0.4804244999995717,0.31634327261281975,0.3614107807205907
distance_oriented,feasible,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0
distance_oriented,time_consistency_check,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0
time_aware,weighted_delay,30,2138.3574516942094,396.83472506551016,2000.8834421477866,1646.6577110958906,3175.9296020961465,1996.351969087979,2280.36293430044
time_aware,weighted_mean_delay,30,19.21712436897547,1.7886110330246356,18.946552406666704,16.386790107032343,24.171284396470007,18.57707813084053,19.857170607110408
time_aware,high_priority_mean_delay,30,16.26555230616254,2.146798998460608,16.555627848207294,11.68692759595754,20.237213164362664,15.497330150743442,17.033774461581636
time_aware,mean_delay,30,23.16308148122105,2.6279000901598017,22.82422632051449,19.06606537316047,30.842056944409524,22.22269951116413,24.103463451277968
time_aware,total_travel_time,30,168.15414948847103,12.882120146695382,166.28778702095997,139.87530336901645,199.0557481938905,163.54434199715098,172.7639569797911
time_aware,runner_wall_runtime,30,0.1001071733334053,0.03409219981840484,0.09028184999988295,0.054729600000428,0.2122541999997338,0.08790743630806958,0.11230691035874102
time_aware,feasible,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0
time_aware,time_consistency_check,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0
