seed,comparison,metric,variant_A,variant_B,value_A,value_B,absolute_difference,relative_difference_percent,outcome_A_lower_is_better,scenario_fingerprint
1007,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,17.054677553807824,55.06926678696773,-38.01458923315991,-69.030498227291,win,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
1007,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,26.30710474434514,79.02266756331534,-52.7155628189702,-66.70941951780216,win,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
1007,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,160.62753541763587,96.37635221653636,64.25118320109951,66.66695898257416,loss,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
1008,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1809.24686020484,7550.974618999651,-5741.727758794811,-76.03955844782686,win,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
1008,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,19.247307023455743,80.32951722340054,-61.0822101999448,-76.03955844782686,win,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
1008,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,13.498625965504738,84.33559900145676,-70.83697303595201,-83.99415415870637,win,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
1008,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,26.96903352147059,87.53631072525384,-60.56727720378325,-69.19103250065331,win,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
1008,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,163.49986420522217,114.55333209488438,48.946532110337785,42.72816094934317,loss,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
1009,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1801.8896278463012,7010.041217165769,-5208.151589319468,-74.29559153755129,win,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
1009,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,17.160853598536203,66.76229730634066,-49.60144370780445,-74.29559153755127,win,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
1009,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,15.57445543248398,71.85353645716577,-56.279081024681794,-78.32471970009657,win,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
1009,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,20.383994594323056,61.07610154959601,-40.692106955272955,-66.6252526321273,win,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
1009,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,169.0054095953113,85.40703017838045,83.59837941693085,97.88231629448762,loss,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
1010,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,3175.9296020961465,10717.917004415607,-7541.987402319461,-70.36803325881591,win,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
1010,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,22.685211443543903,76.55655003154006,-53.87133858799615,-70.36803325881591,win,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
1010,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,20.237213164362664,71.27043312771923,-51.033219963356565,-71.60503693292164,win,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
1010,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,25.121545531844056,81.38043211849818,-56.25888658665412,-69.13072973701524,win,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
1010,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,187.4517518973709,107.76239359815328,79.68935829921763,73.9491353508533,loss,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
1011,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1646.6577110958906,7604.365313154841,-5957.70760205895,-78.34588892977922,win,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
1011,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,17.517635224424367,80.89750333143448,-63.37986810701011,-78.34588892977922,win,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
1011,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,13.835358399838457,71.48826296606167,-57.652904566223214,-80.64667145933221,win,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
1011,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,23.435682997639372,80.31200941593268,-56.8763264182933,-70.81920478882938,win,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
1011,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,164.59555890584008,95.52350709706964,69.07205180877044,72.30895714348134,loss,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
1012,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1714.782138140936,7404.10449295787,-5689.322354816934,-76.84011429374227,win,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
1012,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,18.24236317171209,78.7670690740199,-60.524705902307815,-76.84011429374226,win,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
1012,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,14.956002999806543,93.21235286305728,-78.25634986325073,-83.95491311996048,win,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
1012,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,21.73830817710193,71.03869375561862,-49.300385578516696,-69.39934136192842,win,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
