seed,strategy,travel_model,task_count,uav_count,weighted_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,replanning_count,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,assignment_changes,successor_edge_changes,time_consistency_check,feasible
42,no_reorder,dubins,5,2,347.26066138026437,11.934032337564227,10.684273223939218,23.84966407783008,33.74300500805499,18.44726630801179,2,0.0002730000001065491,0.00013650000005327456,0.00016320000031555537,0,0,True,True
42,full,dubins,5,2,334.2224188560501,12.697745631039332,9.392062257753885,22.50055524646246,37.561571475430526,18.44726630801179,2,0.0022004999996170227,0.0011002499998085113,0.0017220999998244224,2,0,True,True
42,local,dubins,5,2,334.2224188560501,12.697745631039332,9.392062257753885,22.50055524646246,37.561571475430526,18.44726630801179,2,0.0015792999997756851,0.0007896499998878426,0.0012342999998509185,2,0,True,True
