experiment,variant,turning_radius,seed,strategy,travel_model,planning_travel_model,execution_travel_model,objective_mode,task_count,uav_count,weighted_delay,weighted_mean_delay,mean_delay,high_priority_mean_delay,makespan,total_travel_time,total_service_time,replanning_count,initial_planning_runtime,total_replanning_runtime,mean_replanning_runtime,max_replanning_runtime,total_algorithm_runtime,assignment_changes,successor_edge_changes,time_consistency_check,feasible,runner_wall_runtime,scenario_fingerprint
E3,dubins_aware,5.0,1028,local,dubins,dubins,dubins,weighted_delay,20,3,2056.9628929455316,18.87121920133515,20.055041026971434,17.770232748205153,76.27507371148226,163.94965391718668,74.21904947241396,10,0.07185859999844979,0.0318890000016836,0.00318890000016836,0.01053680000040913,0.10374760000013339,2,6,True,True,0.1057461999989755,4106e761a67902b34323ebd55aa3a3383ed57b5b79eb9a432b7b0a209c03248b
E3,euclidean_planned,5.0,1028,local,euclidean,euclidean,dubins,weighted_delay,20,3,1954.5945481284348,17.932060074572796,20.154305145239864,13.86737542117237,75.69575226132798,166.41964629609816,74.21904947241396,10,0.022833099999843398,0.006557899998369976,0.0006557899998369976,0.002294100000653998,0.029390999998213374,1,2,True,True,0.03164909999941301,4106e761a67902b34323ebd55aa3a3383ed57b5b79eb9a432b7b0a209c03248b
E3,dubins_aware,5.0,1029,local,dubins,dubins,dubins,weighted_delay,20,3,1433.527280192276,14.778631754559546,15.340336281267621,15.130441224368635,74.69146737040107,172.64830982968863,68.8142425626547,10,0.06894570000076783,0.006957699997656164,0.0006957699997656164,0.0027498999988893047,0.07590339999842399,1,1,True,True,0.07785340000009455,583711f0bb7e263a1ebd3c3c72dbf5ab608ec39700bd3013968865789cae67ce
E3,euclidean_planned,5.0,1029,local,euclidean,euclidean,dubins,weighted_delay,20,3,1431.2741306669968,14.755403408938111,15.564763416752118,14.701372291186056,75.00054813712252,168.0985282947775,68.8142425626547,10,0.02719280000019353,0.002519600000596256,0.0002519600000596256,0.00123630000052799,0.029712400000789785,2,0,True,True,0.03153580000071088,583711f0bb7e263a1ebd3c3c72dbf5ab608ec39700bd3013968865789cae67ce
E3,dubins_aware,10.0,1000,local,dubins,dubins,dubins,weighted_delay,20,3,1923.026466558786,17.972209967839124,24.322905628300294,15.728047807502689,74.70841185110017,169.66974853467696,81.19017107011354,10,0.08147690000078,0.03084310000303958,0.003084310000303958,0.006323000001430046,0.11232000000381959,10,11,True,True,0.11488370000006398,003efd5ffe91eda82ee5212d1e1fc1115a654b2079ec04a608d4766b8a3bd068
E3,euclidean_planned,10.0,1000,local,euclidean,euclidean,dubins,weighted_delay,20,3,2275.8811179172512,21.26991698988085,29.215606260468537,16.967641889316035,80.71640733655474,188.26499678628653,81.19017107011354,10,0.019464200000584242,0.0147006000042893,0.00147006000042893,0.00495999999839114,0.03416480000487354,10,13,True,True,0.036818500000663335,003efd5ffe91eda82ee5212d1e1fc1115a654b2079ec04a608d4766b8a3bd068
E3,dubins_aware,10.0,1001,local,dubins,dubins,dubins,weighted_delay,20,3,2297.4610601729114,18.831648034204193,23.977947279694597,16.216431281931193,76.96969125103536,159.02737123818744,78.5731594633367,10,0.05427549999876646,0.048925600000075065,0.004892560000007507,0.00994650000029651,0.10320109999884153,12,15,True,True,0.10546980000071926,326a5400532f40cb7bdcebae3f9c8dfd872dced5e3505899268f16c5315dbfbc
E3,euclidean_planned,10.0,1001,local,euclidean,euclidean,dubins,weighted_delay,20,3,2507.1157652838674,20.55012922363826,26.53531477743719,17.097968330009405,81.57442232343257,175.81647220096255,78.5731594633367,10,0.019131999999444815,0.013496300005499506,0.0013496300005499506,0.0030915000006643822,0.03262830000494432,6,14,True,True,0.03546210000058636,326a5400532f40cb7bdcebae3f9c8dfd872dced5e3505899268f16c5315dbfbc
E3,dubins_aware,10.0,1002,local,dubins,dubins,dubins,weighted_delay,20,3,2014.83143742597,19.561470266271556,21.04081053942801,14.695671819429242,69.14690355047358,146.87636729836092,76.90693803051695,10,0.04371979999996256,0.03565839999464515,0.003565839999464515,0.016292000000248663,0.07937819999460771,11,10,True,True,0.08190180000019609,bac977afff5983f5f02211e95bb5bd4acf7a0d9a328b4221afb60dccebcb1493
E3,euclidean_planned,10.0,1002,local,euclidean,euclidean,dubins,weighted_delay,20,3,2284.76136776345,22.182149201586892,23.742236633944945,21.047009818312176,81.48931226342835,164.24785273008723,76.90693803051695,10,0.012142099998527556,0.006949099997655139,0.0006949099997655139,0.0010942000008071773,0.019091199996182695,2,2,True,True,0.022131400000944268,bac977afff5983f5f02211e95bb5bd4acf7a0d9a328b4221afb60dccebcb1493
E3,dubins_aware,10.0,1003,local,dubins,dubins,dubins,weighted_delay,20,3,2314.4697200244145,18.665078387293665,20.383830820941547,18.29499387723741,74.83795944604165,170.92336510823435,79.94105783304978,10,0.05020449999938137,0.011409700000513112,0.0011409700000513112,0.006113600000389852,0.06161419999989448,4,4,True,True,0.0636331000005157,928e6ecadcc3e29bce8ab1bcdc3ba9bb293cdedc1b5e429a3696296f9a79850a
E3,euclidean_planned,10.0,1003,local,euclidean,euclidean,dubins,weighted_delay,20,3,1960.0059649787681,15.806499717570711,19.960135927447148,12.644010698844326,73.28399279898443,155.95545817202418,79.94105783304978,10,0.025531500001306995,0.003842999998596497,0.00038429999985964967,0.001350500000626198,0.02937449999990349,1,0,True,True,0.031771200001458055,928e6ecadcc3e29bce8ab1bcdc3ba9bb293cdedc1b5e429a3696296f9a79850a
E3,dubins_aware,10.0,1004,local,dubins,dubins,dubins,weighted_delay,20,3,1986.8109505189816,19.868109505189818,22.60893724712944,18.696398406492996,83.31948887398518,199.0557481938905,84.36853573586968,10,0.04265300000042771,0.014699900002597133,0.0014699900002597133,0.004652099998565973,0.05735290000302484,4,3,True,True,0.05964560000029451,36f049506a9f245c3a7992826d6a406fc84dc5560363ffe26fa19d3cb1196cf1
E3,euclidean_planned,10.0,1004,local,euclidean,euclidean,dubins,weighted_delay,20,3,1886.5573842781494,18.865573842781494,22.70714663013502,16.04905077435837,77.43086105693222,184.16564439936428,84.36853573586968,10,0.016444700000647572,0.006613800002014614,0.0006613800002014614,0.002059200000076089,0.023058500002662186,5,3,True,True,0.025916999999026302,36f049506a9f245c3a7992826d6a406fc84dc5560363ffe26fa19d3cb1196cf1
E3,dubins_aware,10.0,1005,local,dubins,dubins,dubins,weighted_delay,20,3,1671.482074595029,18.367934885659658,22.62438888918954,14.616350035176396,78.32138013232414,164.35860490818368,78.66747659875745,10,0.042765600001075654,0.02077070000268577,0.002077070000268577,0.0041560000008757925,0.06353630000376143,12,3,True,True,0.0656260999985534,ac3e0c423ba30b6ed83812071978ee0eab613ff0a3b2a3dd494f8ec12ad0e6d9
E3,euclidean_planned,10.0,1005,local,euclidean,euclidean,dubins,weighted_delay,20,3,1827.9213273342127,20.087047553123217,27.181041671212586,13.808454164633188,84.47268860251218,176.418380113964,78.66747659875745,10,0.014348799999424955,0.010013100001742714,0.0010013100001742715,0.0018820999994204612,0.02436190000116767,6,8,True,True,0.026983100000506965,ac3e0c423ba30b6ed83812071978ee0eab613ff0a3b2a3dd494f8ec12ad0e6d9
E3,dubins_aware,10.0,1006,local,dubins,dubins,dubins,weighted_delay,20,3,1911.2653127513893,18.555973910207662,21.11848679402622,16.72006897695177,74.96648890858505,139.87530336901645,80.55442415556645,10,0.060473900000943104,0.02252049999879091,0.002252049999879091,0.004924500000925036,0.08299439999973401,3,3,True,True,0.08538899999985006,83bdc0825e5e2e93054ab339a9a27ca1db05cfccb837d2524713925798716880
E3,euclidean_planned,10.0,1006,local,euclidean,euclidean,dubins,weighted_delay,20,3,2123.69796692709,20.618426863369805,25.90151107545098,16.90545862852862,77.90402092230492,162.07137826969287,80.55442415556645,10,0.015906900000118185,0.01100639999822306,0.001100639999822306,0.0026692999999795575,0.026913299998341245,4,10,True,True,0.029375800000707386,83bdc0825e5e2e93054ab339a9a27ca1db05cfccb837d2524713925798716880
E3,dubins_aware,10.0,1007,local,dubins,dubins,dubins,weighted_delay,20,3,1951.1481792903378,19.70856746757917,26.30710474434514,17.054677553807824,79.86790835611512,160.62753541763587,85.7842610780996,10,0.08149570000023232,0.052443499997025356,0.005244349999702536,0.011714799999026582,0.13393919999725767,9,14,True,True,0.13658980000036536,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
E3,euclidean_planned,10.0,1007,local,euclidean,euclidean,dubins,weighted_delay,20,3,1985.2261974962105,20.052789873699094,27.290335966927664,16.257845103817438,78.22868692001859,172.3906147436423,85.7842610780996,10,0.01731110000037006,0.01574869999603834,0.001574869999603834,0.0039317000009759795,0.0330597999964084,12,19,True,True,0.0357133999987127,ea69d165b54222d53244e69b6ef8594befc6149189a269a0f745eaab4c35bcd9
E3,dubins_aware,10.0,1008,local,dubins,dubins,dubins,weighted_delay,20,3,1809.24686020484,19.247307023455743,26.96903352147059,13.498625965504738,74.16747916216457,163.49986420522217,79.08222261045597,10,0.04448249999950349,0.048664399995686836,0.004866439999568683,0.011960600000747945,0.09314689999519032,5,12,True,True,0.09592410000004747,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
E3,euclidean_planned,10.0,1008,local,euclidean,euclidean,dubins,weighted_delay,20,3,1854.245992683798,19.72602119876381,28.082201808183093,12.231980416835924,75.41752944674795,175.3025197503622,79.08222261045597,10,0.030373599998711143,0.020320099996752106,0.0020320099996752107,0.004692700000305194,0.05069369999546325,11,14,True,True,0.05327850000139733,130410a7df0436f226a401880941e077afad804faf45245d2c0e49964e8989a7
E3,dubins_aware,10.0,1009,local,dubins,dubins,dubins,weighted_delay,20,3,1801.8896278463014,17.160853598536203,20.383994594323056,15.57445543248398,73.38418156514842,169.00540959531133,74.35072124314618,10,0.06267639999896346,0.012275300001419964,0.0012275300001419963,0.0033684000009088777,0.07495170000038343,2,2,True,True,0.07690829999955895,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
E3,euclidean_planned,10.0,1009,local,euclidean,euclidean,dubins,weighted_delay,20,3,2019.3525422891264,19.231928974182157,22.446175563050865,17.389414679718588,74.5147220079196,165.94092355307976,74.35072124314618,10,0.012994199998502154,0.005498199998328346,0.0005498199998328346,0.0011412000003474532,0.0184923999968305,9,6,True,True,0.02076620000116236,59d5fc10227424859a17932f916a88e8931935be60d343322b2bef07f5be18c9
E3,dubins_aware,10.0,1010,local,dubins,dubins,dubins,weighted_delay,20,3,3175.9296020961465,22.685211443543903,25.121545531844056,20.237213164362664,84.63118817303851,187.4517518973709,88.76461610302128,10,0.039920499999425374,0.038062199997511925,0.0038062199997511924,0.011967800001002615,0.0779826999969373,9,8,True,True,0.08097040000029665,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
E3,euclidean_planned,10.0,1010,local,euclidean,euclidean,dubins,weighted_delay,20,3,3510.4846596641773,25.074890426172697,27.497158082476467,21.098142750042033,86.82082664197779,198.98850745128004,88.76461610302128,10,0.013487100000929786,0.010424399997646105,0.0010424399997646105,0.0030322000002342975,0.02391149999857589,8,15,True,True,0.026555300000836723,1869ca5c28bbda9783a20b243d73b3d93d0c9dc2e12806f72db45732b060479d
E3,dubins_aware,10.0,1011,local,dubins,dubins,dubins,weighted_delay,20,3,1646.6577110958906,17.517635224424367,23.435682997639375,13.835358399838455,73.27531578482846,164.59555890584008,79.67199630422755,10,0.0484677999993437,0.022967799997786642,0.002296779999778664,0.00810529999944265,0.07143559999713034,5,4,True,True,0.07402400000137277,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
E3,euclidean_planned,10.0,1011,local,euclidean,euclidean,dubins,weighted_delay,20,3,1718.3308820099332,18.28011576606312,23.634369535986004,15.052129378695605,72.00908722182835,166.6201406263494,79.67199630422755,10,0.029477000000042608,0.008230600000388222,0.0008230600000388222,0.0019424999991315417,0.03770760000043083,6,7,True,True,0.040210499999375315,84e1ef84e26c149f9976481e51b4d6bcd4ca3f787ac6e8c54689347ecc9d2b53
E3,dubins_aware,10.0,1012,local,dubins,dubins,dubins,weighted_delay,20,3,1714.782138140936,18.242363171712086,21.73830817710193,14.956002999806545,79.38957483154292,172.91973869995098,76.45062799188557,10,0.07326060000013968,0.013283699996463838,0.0013283699996463837,0.004361400000561844,0.08654429999660351,4,3,True,True,0.08849369999916235,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
E3,euclidean_planned,10.0,1012,local,euclidean,euclidean,dubins,weighted_delay,20,3,1819.068630973774,19.351793946529508,22.64907861408648,15.366763984534563,77.4321336037361,169.64511783049207,76.45062799188557,10,0.013455000000249129,0.0041751000007934636,0.00041751000007934637,0.0008040000011533266,0.017630100001042592,5,1,True,True,0.020182099999146885,5aa74fa4f62493624adc083d7764a9479d1906f1685d15b69cc5c48ea98be7dc
E3,dubins_aware,10.0,1013,local,dubins,dubins,dubins,weighted_delay,20,3,2117.4654219153867,19.42628827445309,23.65501550630001,16.391186719462816,72.8599636848935,164.53347187319696,76.36630151274245,10,0.05027200000040466,0.03826699999990524,0.003826699999990524,0.012813999999707448,0.0885390000003099,10,11,True,True,0.0911868000002869,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
E3,euclidean_planned,10.0,1013,local,euclidean,euclidean,dubins,weighted_delay,20,3,2113.270699358716,19.387804581272622,24.43109693726899,17.249181862782194,76.32919162251972,163.45111966543405,76.36630151274245,10,0.012477799999032868,0.01138409999475698,0.001138409999475698,0.004411199999594828,0.023861899993789848,3,6,True,True,0.026680099999794038,ccf8aa59af2d36542617beb6743dc515a8699a45c84e583f1ce89d37960154f2
E3,dubins_aware,10.0,1014,local,dubins,dubins,dubins,weighted_delay,20,3,2377.0510560818593,19.80875880068216,22.916492631433535,16.762587687082537,72.49934558129436,169.71244842487943,74.37231421305987,10,0.04189020000012533,0.033908600000359,0.0033908600000359,0.011915400000361842,0.07579880000048433,8,11,True,True,0.07828300000073796,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
E3,euclidean_planned,10.0,1014,local,euclidean,euclidean,dubins,weighted_delay,20,3,2779.744878012359,23.164540650102992,25.624198817128747,22.191970919648824,76.5610459629704,177.13702702796775,74.37231421305987,10,0.014615699999922072,0.00990300000012212,0.000990300000012212,0.0025605999999243068,0.02451870000004419,2,1,True,True,0.02745909999975993,3aaedda4226c8e220424c1bc8f1d03665ebe9998cf567a34dad06e65f472bc41
E3,dubins_aware,10.0,1015,local,dubins,dubins,dubins,weighted_delay,20,3,2268.7588584061086,18.906323820050904,23.878021282643306,16.74597031080381,75.85288348435353,173.79392508246676,83.0371078521821,10,0.04918089999955555,0.03064990000348189,0.003064990000348189,0.008001700000022538,0.07983080000303744,5,8,True,True,0.08296830000108457,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
E3,euclidean_planned,10.0,1015,local,euclidean,euclidean,dubins,weighted_delay,20,3,2472.5971652229728,20.604976376858108,26.050289486209135,17.690534547661642,78.44301590250944,172.8801457914062,83.0371078521821,10,0.03352489999997488,0.010428300001876778,0.0010428300001876778,0.0026717000000644475,0.043953200001851656,9,11,True,True,0.04658190000009199,082327ff86e78dc801d3de3348edd45a8681c49616b965751f7f852f4b1a5869
E3,dubins_aware,10.0,1016,local,dubins,dubins,dubins,weighted_delay,20,3,2946.340067420632,22.491145552829252,28.286556217202815,19.401320843305545,72.31528624483887,157.99283094345296,88.9418880002415,10,0.0574774000015168,0.09914310000203841,0.009914310000203841,0.02329719999943336,0.1566205000035552,10,18,True,True,0.15966320000006817,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
E3,euclidean_planned,10.0,1016,local,euclidean,euclidean,dubins,weighted_delay,20,3,3374.183882634559,25.75712887507297,31.6292144424822,22.8644948011568,79.72278704339318,177.47076426299228,88.9418880002415,10,0.01416869999957271,0.019674899995152373,0.0019674899995152373,0.004184800000075484,0.03384359999472508,8,17,True,True,0.037222400000246125,8949ff6dab91c6d68f83a81a44011aca1c33902b4a6ee29250d25aff197c6caf
E3,dubins_aware,10.0,1017,local,dubins,dubins,dubins,weighted_delay,20,3,2828.040274386991,24.171284396470007,30.842056944409524,15.888105184939072,80.80851149594363,163.41807513102873,88.75922744057918,10,0.10181860000011511,0.11030059999939112,0.011030059999939112,0.03080230000159645,0.21211919999950624,12,28,True,True,0.21503910000137694,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
E3,euclidean_planned,10.0,1017,local,euclidean,euclidean,dubins,weighted_delay,20,3,3003.3620538642945,25.66976114413927,32.25272332996199,17.694178770444335,78.8999965498562,170.93138055514768,88.75922744057918,10,0.02080260000002454,0.01863680000133172,0.001863680000133172,0.0034077999989676755,0.03943940000135626,3,14,True,True,0.04246939999939059,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
E3,dubins_aware,10.0,1018,local,dubins,dubins,dubins,weighted_delay,20,3,1708.6184552770048,17.258772275525303,19.06606537316047,18.337884390154993,82.62501479039499,189.61644409799553,73.0262949426363,10,0.07122829999934766,0.007663500002308865,0.0007663500002308866,0.00257679999958782,0.07889180000165652,3,0,True,True,0.08082269999977143,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
E3,euclidean_planned,10.0,1018,local,euclidean,euclidean,dubins,weighted_delay,20,3,1702.8587536997845,17.200593471714996,17.530808585944364,16.95198128748957,80.01283548996153,185.4351684658206,73.0262949426363,10,0.01944770000045537,0.0016753999971115263,0.00016753999971115264,0.0007753999998385552,0.021123099997566896,1,1,True,True,0.022690800000418676,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
E3,dubins_aware,10.0,1019,local,dubins,dubins,dubins,weighted_delay,20,3,2410.8747291950817,21.719592154910647,26.437547200596935,17.92556628529919,70.83193593686609,167.98001513607986,78.72624021854828,10,0.042964199999914854,0.08058640000126616,0.008058640000126616,0.017593399999896064,0.12355060000118101,10,22,True,True,0.1264615000000049,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E3,euclidean_planned,10.0,1019,local,euclidean,euclidean,dubins,weighted_delay,20,3,2689.284280337315,24.22778630934518,28.49538721081833,19.992937756491056,73.66582202027683,170.2902460838893,78.72624021854828,10,0.020099299999856157,0.02854729999853589,0.002854729999853589,0.0078706999993301,0.04864659999839205,14,26,True,True,0.05152959999941231,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
E3,dubins_aware,10.0,1020,local,dubins,dubins,dubins,weighted_delay,20,3,1986.935446869603,16.838435990420365,21.514667017437024,13.35646214609802,72.62077789201183,159.16344114262637,78.05971687783364,10,0.10947750000013912,0.0262321999980486,0.00262321999980486,0.0063909999989846256,0.13570969999818772,11,8,True,True,0.13788670000030834,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E3,euclidean_planned,10.0,1020,local,euclidean,euclidean,dubins,weighted_delay,20,3,2316.4524736406747,19.630953166446396,26.09897208537568,13.809339964249858,71.33172584270106,174.24523577850545,78.05971687783364,10,0.026421600001413026,0.013685700003406964,0.0013685700003406964,0.0029056999992462806,0.04010730000481999,11,13,True,True,0.04325590000007651,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
E3,dubins_aware,10.0,1021,local,dubins,dubins,dubins,weighted_delay,20,3,2545.8962217666285,18.056001572812967,20.87368324203176,18.15913344648985,77.27372252930783,169.9623604869744,73.44618583211839,10,0.0692378000003373,0.014090700000451761,0.0014090700000451762,0.004770300000018324,0.08332850000078906,4,2,True,True,0.08559799999966344,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
E3,euclidean_planned,10.0,1021,local,euclidean,euclidean,dubins,weighted_delay,20,3,2952.05832078934,20.93658383538539,23.54066470473389,19.276950906169528,75.95242641485054,179.47199578252713,73.44618583211839,10,0.024967200000901357,0.008062499999141437,0.0008062499999141437,0.00405270000010205,0.033029700000042794,5,7,True,True,0.035131900000124006,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
E3,dubins_aware,10.0,1022,local,dubins,dubins,dubins,weighted_delay,20,3,1910.1765706691951,18.367082410280723,20.506787296055005,12.45828189498076,70.46514813610148,159.13829352549118,79.60962116856413,10,0.06503300000076706,0.008036099998207646,0.0008036099998207646,0.0018274000012752367,0.07306909999897471,4,1,True,True,0.07500210000034713,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
E3,euclidean_planned,10.0,1022,local,euclidean,euclidean,dubins,weighted_delay,20,3,2301.300199051194,22.127886529338404,25.907121821753424,16.264472511741168,78.3819453301627,182.33185607548802,79.60962116856413,10,0.033503399999972316,0.008788099996309029,0.0008788099996309029,0.0021600000000034925,0.042291499996281345,11,10,True,True,0.044865599998956895,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
E3,dubins_aware,10.0,1023,local,dubins,dubins,dubins,weighted_delay,20,3,2269.344839482181,20.630407631656194,22.731960009595447,16.897634320773225,76.7656994483886,170.11746531376548,76.22181400262484,10,0.11867530000017723,0.02081509999879927,0.0020815099998799267,0.006403199999112985,0.1394903999989765,6,3,True,True,0.1418902999994316,40efeef7fc9164e156b3585d85f7516f576f310949983a94ec4dc1070f7f4f6d
E3,euclidean_planned,10.0,1023,local,euclidean,euclidean,dubins,weighted_delay,20,3,2547.3065226739154,23.15733202430832,24.33184906453201,21.221633434421392,72.99575029612576,176.3736411184561,76.22181400262484,10,0.023755299998811097,0.008977999998023733,0.0008977999998023734,0.0021517000004678266,0.03273329999683483,8,13,True,True,0.035586800000601215,40efeef7fc9164e156b3585d85f7516f576f310949983a94ec4dc1070f7f4f6d
E3,dubins_aware,10.0,1024,local,dubins,dubins,dubins,weighted_delay,20,3,1798.7048797404655,19.135158295111335,23.518000966681125,13.583742347478456,76.08902257504997,152.29714112784046,80.90978544727989,10,0.06479390000095009,0.03674969999883615,0.003674969999883615,0.010044599999673665,0.10154359999978624,8,13,True,True,0.10428259999935108,3afb6d98b1bc2e233007c18c726d82d62285d32320f7e9986799c185149dfbf6
E3,euclidean_planned,10.0,1024,local,euclidean,euclidean,dubins,weighted_delay,20,3,1853.4387726031798,19.71743375109766,24.641541923166287,14.416416168664753,76.07615746427246,171.6813829680267,80.90978544727989,10,0.0179162999993423,0.010093599998072023,0.0010093599998072023,0.002990200000567711,0.028009899997414323,9,9,True,True,0.03052900000147929,3afb6d98b1bc2e233007c18c726d82d62285d32320f7e9986799c185149dfbf6
E3,dubins_aware,10.0,1025,local,dubins,dubins,dubins,weighted_delay,20,3,2221.4533762140527,18.9867809932825,22.072001869805952,18.094073059891826,75.29683572827153,176.99647158347724,76.94788546796208,10,0.06867889999921317,0.02996280000297702,0.002996280000297702,0.008513400000083493,0.09864170000219019,5,9,True,True,0.10163910000119358,ae06e3fb6abd3b28fbf2fc6ceb91a8ad345125ab121f877b016070f42369f017
E3,euclidean_planned,10.0,1025,local,euclidean,euclidean,dubins,weighted_delay,20,3,2311.928258115564,19.76007058218431,23.02667360535483,18.43104241269442,74.95348528702229,173.8232221351637,76.94788546796208,10,0.012707599998975638,0.005476000002090586,0.0005476000002090587,0.001169099999970058,0.018183600001066225,1,0,True,True,0.02032630000030622,ae06e3fb6abd3b28fbf2fc6ceb91a8ad345125ab121f877b016070f42369f017
E3,dubins_aware,10.0,1026,local,dubins,dubins,dubins,weighted_delay,20,3,1917.254442522784,16.386790107032343,21.997984075926293,11.68692759595754,76.74588994820084,161.84419414725784,77.87241057760765,10,0.09282810000149766,0.029671399999642745,0.0029671399999642743,0.007781700000123237,0.1224995000011404,11,7,True,True,0.12504510000144364,3a7d0c62bfec7ca9a228a6d63c8a04c68b2938486617dc1bce5125a8093c59bc
E3,euclidean_planned,10.0,1026,local,euclidean,euclidean,dubins,weighted_delay,20,3,2340.5150519861177,20.0044021537275,23.66458243202812,16.765144547528976,71.6930426777958,166.97137172180334,77.87241057760765,10,0.017544800000905525,0.007440699999278877,0.0007440699999278876,0.0021231999999145046,0.024985500000184402,4,4,True,True,0.027754799999456736,3a7d0c62bfec7ca9a228a6d63c8a04c68b2938486617dc1bce5125a8093c59bc
E3,dubins_aware,10.0,1027,local,dubins,dubins,dubins,weighted_delay,20,3,2693.280440788776,19.950225487324268,23.196141808420542,19.258418265158074,75.615497241785,164.56125223606972,87.49322741588529,10,0.060372100000677165,0.027530899995326763,0.0027530899995326765,0.006472699998994358,0.08790299999600393,1,0,True,True,0.09014999999999418,714a3dea6d7ee1226f7a7ac5b2ed113ccaf09170837a426adc6c86885b112e02
E3,euclidean_planned,10.0,1027,local,euclidean,euclidean,dubins,weighted_delay,20,3,3068.8807814453035,22.732450232928173,25.63274715301215,21.978890133918355,82.96503780859449,164.37687308300954,87.49322741588529,10,0.014982700000473415,0.010442000000693952,0.0010442000000693951,0.0028811000011046417,0.025424700001167366,4,5,True,True,0.027891300000192132,714a3dea6d7ee1226f7a7ac5b2ed113ccaf09170837a426adc6c86885b112e02
E3,dubins_aware,10.0,1028,local,dubins,dubins,dubins,weighted_delay,20,3,2233.448591255937,20.490354048219608,23.610417332530456,17.082758634904014,79.63645283811695,182.65308520166462,74.21904947241396,10,0.06686220000119647,0.055371199994624476,0.005537119999462448,0.020745999998325715,0.12223339999582095,9,15,True,True,0.12497500000063155,71d5519adbb72d19ab08a4b00e74ebeae69e187bd8613b80ac37460bd18301d9
E3,euclidean_planned,10.0,1028,local,euclidean,euclidean,dubins,weighted_delay,20,3,2473.926475099842,22.696573166053593,27.28503056767675,16.819777954898665,82.96352690968753,189.0058014187142,74.21904947241396,10,0.018865100000766688,0.011119500002678251,0.001111950000267825,0.002406199999313685,0.02998460000344494,5,9,True,True,0.032489999999597785,71d5519adbb72d19ab08a4b00e74ebeae69e187bd8613b80ac37460bd18301d9
E3,dubins_aware,10.0,1029,local,dubins,dubins,dubins,weighted_delay,20,3,1698.0787381116681,17.50596637228524,19.756068896967427,15.812220331570638,81.95348055153353,192.95720182798132,68.8142425626547,10,0.06978479999997944,0.01411020000159624,0.001411020000159624,0.004947699999320321,0.08389500000157568,5,4,True,True,0.08616190000066126,ae386fd35e1e2f52ab263eea23817fe86033e2136dcb34a28396cddeefd8ccd4
E3,euclidean_planned,10.0,1029,local,euclidean,euclidean,dubins,weighted_delay,20,3,1657.372756049408,17.08631707267431,19.80488520138555,15.040881120383569,74.66571988486524,169.12715259673297,68.8142425626547,10,0.025251500001104432,0.0047786999984964496,0.00047786999984964493,0.0021030999996582977,0.03003019999960088,2,6,True,True,0.03199099999983446,ae386fd35e1e2f52ab263eea23817fe86033e2136dcb34a28396cddeefd8ccd4
E3,dubins_aware,15.0,1000,local,dubins,dubins,dubins,weighted_delay,20,3,2320.3667932376616,21.685670964837957,28.303607046676852,19.819241551350043,80.42695557531962,193.80544022312012,81.19017107011354,10,0.06348890000117535,0.03443209999932151,0.003443209999932151,0.008435399999143556,0.09792100000049686,10,11,True,True,0.10052489999907266,d849552dc91319e1e4e7b7a081753a16e56dd569836d5c0407077d16c2d6f326
E3,euclidean_planned,15.0,1000,local,euclidean,euclidean,dubins,weighted_delay,20,3,3014.3482742366837,28.17147919847368,37.596135444651324,22.91275501114821,98.92536239875024,239.50126488743456,81.19017107011354,10,0.017862499998955172,0.020964599996659672,0.0020964599996659674,0.005687999999281601,0.038827099995614844,8,12,True,True,0.042151399999056594,d849552dc91319e1e4e7b7a081753a16e56dd569836d5c0407077d16c2d6f326
