task_count,n,mean_gap_percent,std_gap_percent,median_gap_percent,min_gap_percent,max_gap_percent,gap_ci95_lower,gap_ci95_upper,mean_exact_objective,mean_heuristic_objective,mean_exact_runtime,mean_heuristic_runtime
5,10,0.00768406722949853,0.02429915413907513,0.0,0.0,0.0768406722949853,-0.007376704540318587,0.022744838999315647,366.45702773396636,366.4861659328236,0.04349733999988523,0.00525801000003406
6,10,1.2653346577276232,2.470005951561132,0.0,0.0,6.301285543017386,-0.2655908919288996,2.796260207384146,476.445468693457,483.33236602198565,0.37237716000036014,0.009088839999640129
7,10,0.7296589827712715,1.2469715822219563,0.0,0.0,3.4554483611787936,-0.043222011184489095,1.5025399767270322,599.5645931539648,603.2222126584072,3.4385007200000475,0.015163129999746111
